mid_prices,bid_prices,ask_prices,reservation_prices,inventory,cash,wealth
99.89766015423005,99.10627494285434,100.68904536560576,99.89766015423005,8,-778.8421813515814,20.339099882259006
99.90185799691706,99.11147278554135,100.69224320829277,99.90185799691706,8,-778.8421813515814,20.372682623755054
100.05308211155926,99.26369690018355,100.84246732293498,100.05308211155926,7,-677.9997140286464,22.371860752268503
100.17904701742518,99.39066180604947,100.96743222880089,100.17904701742518,7,-677.9997140286464,23.253615093329813
100.42722540132306,99.63984018994735,101.21461061269876,100.42722540132306,7,-677.9997140286464,24.990863780614973
100.6387414236307,99.85235621225499,101.42512663500642,100.6387414236307,7,-677.9997140286464,26.47147593676857
100.78997638533073,100.00459117395502,101.57536159670644,100.78997638533073,7,-677.9997140286464,27.5301206686687
100.68069887098551,99.8963136596098,101.46508408236122,100.68069887098551,8,-777.8960276882563,27.54956327962782
100.79310942748724,100.00972421611152,101.57649463886295,100.79310942748724,8,-776.3292572655048,30.01561815439311
100.8375541991778,100.05516898780209,101.61993941055351,100.8375541991778,8,-776.3292572655048,30.371176327917624
100.64999193910232,99.86860672772661,101.43137715047803,100.64999193910232,7,-674.8978801150267,29.652063458689554
100.85042829244892,100.07004308107321,101.63081350382464,100.85042829244892,6,-573.2670666112022,31.83550314349145
100.96458877797333,100.18520356659762,101.74397398934904,100.96458877797333,6,-573.2670666112022,32.520466056637815
100.97102204687152,100.19263683549582,101.74940725824723,100.97102204687152,6,-573.2670666112022,32.55906567002694
100.93805785147896,100.16067264010324,101.71544306285467,100.93805785147896,6,-573.2670666112022,32.3612804976716
100.76859247841465,99.99220726703894,101.54497768979036,100.76859247841465,6,-573.2670666112022,31.344488259285754
100.7968094434993,100.0214242321236,101.572194654875,100.7968094434993,6,-573.2670666112022,31.51379004979367
100.86305673908592,100.0886715277102,101.63744195046164,100.86305673908592,5,-471.62962466074055,32.685659034689024
100.74551367397083,99.97212846259512,101.51889888534654,100.74551367397083,5,-471.62962466074055,32.09794370911362
100.90987414681898,100.13748893544327,101.68225935819468,100.90987414681898,5,-471.62962466074055,32.91974607335436
100.75470620391764,99.98332099254192,101.52609141529335,100.75470620391764,5,-471.62962466074055,32.14390635884763
100.45445447298673,99.68406926161101,101.22483968436244,100.45445447298673,5,-471.62962466074055,30.64264770419311
100.60149408829744,99.83210887692174,101.37087929967315,100.60149408829744,4,-370.2587453610674,32.14723099212239
100.54444951612898,99.77606430475326,101.3128347275047,100.54444951612898,4,-370.2587453610674,31.91905270344853
100.52662624124798,99.75924102987227,101.29401145262369,100.52662624124798,3,-268.9647339084437,32.615144815300255
100.40818349043464,99.64179827905893,101.17456870181034,100.40818349043464,4,-368.60653218750264,33.026201774235915
100.18106605874736,99.41568084737165,100.94645127012308,100.18106605874736,4,-368.60653218750264,32.11773204748681
100.35858343068062,99.59419821930491,101.12296864205634,100.35858343068062,4,-368.60653218750264,32.82780153521986
100.26116264471517,99.49777743333946,101.02454785609088,100.26116264471517,5,-468.1043096208421,33.20150360273374
100.49605679823479,99.73367158685907,101.2584420096105,100.49605679823479,6,-567.8379812077012,35.138359581707505
100.6102274168302,99.84884220545449,101.37161262820591,100.6102274168302,6,-567.8379812077012,35.82338329328002
100.56571389283468,99.80532868145897,101.32609910421039,100.56571389283468,6,-567.8379812077012,35.55630214930693
100.41214410252597,99.65275889115026,101.17152931390169,100.41214410252597,5,-466.6664518937995,35.39426861883038
100.30855833497169,99.55017312359598,101.0669435463474,100.30855833497169,5,-466.6664518937995,34.87633978105896
100.1370816693031,99.3796964579274,100.8944668806788,100.1370816693031,4,-365.7719850131207,34.77634166409172
100.43224407123706,99.67585885986135,101.18862928261278,100.43224407123706,5,-465.44784387298205,36.71337648320326
100.4554995730375,99.70011436166179,101.21088478441321,100.4554995730375,5,-465.44784387298205,36.829653992205465
100.61816320081611,99.86377798944041,101.37254841219182,100.61816320081611,5,-465.44784387298205,37.64297213109853
100.43893255521495,99.68554734383923,101.19231776659066,100.43893255521495,5,-463.94107345023065,38.253589325844075
100.46453478876916,99.71214957739345,101.21692000014487,100.46453478876916,5,-463.94107345023065,38.38160049361511
100.63110962161578,99.87972441024007,101.38249483299148,100.63110962161578,5,-463.94107345023065,39.21447465784826
100.58373194530911,99.8333467339334,101.33411715668483,100.58373194530911,5,-463.94107345023065,38.97758627631492
100.72955355052572,99.98016833915001,101.47893876190143,100.72955355052572,5,-463.94107345023065,39.70669430239798
100.5761724854784,99.82778727410269,101.3245576968541,100.5761724854784,5,-463.94107345023065,38.939788977161356
100.38334849044746,99.63596327907175,101.13073370182317,100.38334849044746,5,-463.94107345023065,37.97566900200667
100.43700383956481,99.6906186281891,101.18338905094052,100.43700383956481,4,-362.75768439929016,38.99033095896908
100.38338019393433,99.63799498255862,101.12876540531003,100.38338019393433,4,-362.75768439929016,38.77583637644716
100.47418043886968,99.72979522749397,101.2185656502454,100.47418043886968,3,-261.53911874904475,39.88342256756431
100.19446484510866,99.45107963373295,100.93785005648436,100.19446484510866,2,-160.60126869256038,39.78766099765693
100.29519427585677,99.55280906448107,101.03757948723248,100.29519427585677,2,-160.60126869256038,39.98911985915316
100.66264994116793,99.92126472979221,101.40403515254364,100.66264994116793,2,-160.60126869256038,40.724031189775474
100.65916730147521,99.9187820900995,101.39955251285092,100.65916730147521,2,-160.60126869256038,40.71706591039003
100.66399572765047,99.92461051627477,101.40338093902618,100.66399572765047,3,-260.52587920883514,41.46610797411631
100.68938785927979,99.95100264790408,101.4277730706555,100.68938785927979,3,-260.52587920883514,41.54228436900422
100.42606472897869,99.68867951760298,101.1634499403544,100.42606472897869,2,-159.36242926848075,41.48970018947662
100.48633096471967,99.74994575334397,101.22271617609537,100.48633096471967,3,-259.11237502182473,42.346617872334264
100.25929174140434,99.52390653002863,100.99467695278005,100.25929174140434,3,-259.11237502182473,41.66550020238827
100.19880871260264,99.46442350122693,100.93319392397835,100.19880871260264,3,-259.11237502182473,41.48405111598322
100.37457700993366,99.64119179855795,101.10796222130936,100.37457700993366,3,-257.6456045990733,43.478126430727684
100.27060163087332,99.5382164194976,101.00298684224903,100.27060163087332,3,-257.6456045990733,43.16620029354664
100.34148894279052,99.61010373141481,101.07287415416623,100.34148894279052,3,-257.6456045990733,43.37886222929825
100.48471187331552,99.75432666193981,101.21509708469122,100.48471187331552,3,-257.6456045990733,43.80853102087326
100.52413178322337,99.79474657184765,101.25351699459908,100.52413178322337,2,-156.39208760447423,44.65617596197251
100.33025039125113,99.60186517987542,101.05863560262684,100.33025039125113,1,-55.33345200184739,44.996798389403736
100.28323128689556,99.55584607551984,101.01061649827128,100.28323128689556,2,-154.88929807736724,45.67716449642387
100.56033389636288,99.83394868498716,101.28671910773859,100.56033389636288,2,-154.88929807736724,46.23136971535851
100.27394917811716,99.54856396674145,100.99933438949287,100.27394917811716,2,-154.88929807736724,45.658600278867084
100.23494714600493,99.51056193462921,100.95933235738065,100.23494714600493,1,-53.9299657199866,46.30498142601833
100.15686727374552,99.4334820623698,100.88025248512123,100.15686727374552,0,46.950286765134635,46.950286765134635
100.1739435295968,99.45155831822109,100.8963287409725,100.1739435295968,-1,147.84661550610713,47.67267197651033
100.27975719693735,99.55837198556164,101.00114240831307,100.27975719693735,0,48.28824352054549,48.28824352054549
100.50726045540175,99.78687524402604,101.22764566677746,100.50726045540175,0,48.28824352054549,48.28824352054549
100.46904382402457,99.74965861264886,101.18842903540028,100.46904382402457,1,-51.461415092103366,49.0076287319212
100.58392623663751,99.86554102526179,101.30231144801323,100.58392623663751,1,-51.461415092103366,49.122511144534144
100.65460016569057,99.93721495431485,101.37198537706628,100.65460016569057,0,49.910570284962915,49.910570284962915
100.7216830038831,100.00529779250739,101.43806821525881,100.7216830038831,0,49.910570284962915,49.910570284962915
100.64193211667195,99.92654690529623,101.35731732804767,100.64193211667195,-1,151.2678876130106,50.62595549633865
100.50088956195307,99.78650435057736,101.21527477332879,100.50088956195307,0,51.48138326243324,51.48138326243324
100.34531997304674,99.63193476167103,101.05870518442245,100.34531997304674,0,51.48138326243324,51.48138326243324
100.23834359698515,99.52595838560943,100.95072880836086,100.23834359698515,0,51.48138326243324,51.48138326243324
100.28383694882749,99.57245173745177,100.9952221602032,100.28383694882749,1,-48.09106847501853,52.192768473808954
100.39145144403165,99.68106623265594,101.10183665540735,100.39145144403165,0,53.01076818038882,53.01076818038882
100.43719684719609,99.72781163582037,101.14658205857181,100.43719684719609,0,53.01076818038882,53.01076818038882
100.35956287297871,99.651177661603,101.06794808435443,100.35956287297871,0,53.01076818038882,53.01076818038882
100.6149656152494,99.9075804038737,101.32235082662511,100.6149656152494,0,53.01076818038882,53.01076818038882
100.8297656516856,100.12338044030989,101.53615086306132,100.8297656516856,0,53.01076818038882,53.01076818038882
100.77970247563232,100.0743172642566,101.48508768700803,100.77970247563232,0,53.01076818038882,53.01076818038882
100.66325168942943,99.95886647805372,101.36763690080514,100.66325168942943,0,53.01076818038882,53.01076818038882
100.68166686484884,99.97828165347312,101.38505207622455,100.68166686484884,0,53.01076818038882,53.01076818038882
100.86088995799012,100.15850474661441,101.56327516936584,100.86088995799012,0,53.01076818038882,53.01076818038882
100.90795003238168,100.20656482100597,101.60933524375739,100.90795003238168,0,53.01076818038882,53.01076818038882
100.98665790504218,100.28627269366646,101.6870431164179,100.98665790504218,-1,154.69781129680672,53.71115339176454
100.95666524651898,100.25728003514327,101.6560504578947,100.95666524651898,0,54.44053126166345,54.44053126166345
101.02119169533009,100.32280648395438,101.7195769067058,101.02119169533009,1,-45.88227522229093,55.13891647303916
101.23962326642382,100.5422380550481,101.93700847779954,101.23962326642382,1,-45.88227522229093,55.35734804413289
101.2057289822995,100.50934377092379,101.90211419367522,101.2057289822995,2,-146.3916189932147,56.0198389713843
101.22599575619006,100.53061054481435,101.92138096756577,101.22599575619006,1,-44.47023802564894,56.75575773054112
101.26189082653909,100.56750561516337,101.9562760379148,101.26189082653909,1,-44.47023802564894,56.79165280089015
101.30201565115114,100.60863043977542,101.99540086252685,101.30201565115114,2,-145.07886846542436,57.52516283687791
101.10234441144077,100.40995920006506,101.79472962281648,101.10234441144077,2,-145.07886846542436,57.12582035745717
100.83691510064779,100.14552988927207,101.5283003120235,100.83691510064779,3,-245.22439835469643,57.286346947246926
100.69271409762376,100.00232888624805,101.38309930899948,100.69271409762376,3,-245.22439835469643,56.85374393817486
100.71646472480907,100.02707951343336,101.40584993618478,100.71646472480907,3,-245.22439835469643,56.92499581973081
100.79479181496565,100.10640660358993,101.48317702634137,100.79479181496565,2,-143.74122132835507,57.84836230157623
100.71974309900183,100.03235788762612,101.40712831037754,100.71974309900183,2,-143.74122132835507,57.6982648696486
100.91451672011691,100.2281315087412,101.60090193149261,100.91451672011691,1,-42.14031939686245,58.774197323254455
100.8942685796471,100.20888336827139,101.57965379102282,100.8942685796471,1,-42.14031939686245,58.75394918278465
100.89714169567075,100.21275648429504,101.58152690704647,100.89714169567075,2,-142.3530758811575,59.441207510184
100.86971106203616,100.18632585066045,101.55309627341187,100.86971106203616,3,-242.53940173181797,60.06973145429049
100.88866531283853,100.20628010146281,101.57105052421424,100.88866531283853,2,-140.96835120760375,60.80897941807331
100.9882929918238,100.30690778044809,101.66967820319951,100.9882929918238,1,-39.298673004404236,61.68961998741956
101.08243060379739,100.40204539242168,101.7628158151731,101.08243060379739,1,-39.298673004404236,61.783757599393155
100.95537441306168,100.27598920168596,101.6347596244374,100.95537441306168,1,-39.298673004404236,61.65670140865744
101.17085301078093,100.49246779940522,101.84923822215664,101.17085301078093,1,-37.941902581652826,63.228950429128105
101.01599288405588,100.33860767268017,101.69337809543158,101.01599288405588,1,-37.941902581652826,63.07409030240305
101.0271972758392,100.35081206446348,101.70358248721492,101.0271972758392,1,-37.941902581652826,63.08529469418637
100.9883917402648,100.31300652888909,101.66377695164051,100.9883917402648,1,-37.941902581652826,63.046489158611976
100.84004191457677,100.16565670320107,101.51442712595248,100.84004191457677,1,-37.941902581652826,62.89813933292395
100.82941825914416,100.15603304776845,101.50280347051988,100.82941825914416,1,-37.941902581652826,62.887515677491336
100.72465137060587,100.05226615923016,101.39703658198158,100.72465137060587,1,-37.941902581652826,62.78274878895304
100.7349620118295,100.06357680045379,101.4063472232052,100.7349620118295,1,-37.941902581652826,62.79305943017667
100.79196697514536,100.12158176376964,101.46235218652107,100.79196697514536,1,-37.941902581652826,62.85006439349253
101.00012922279109,100.33074401141538,101.6695144341668,101.00012922279109,1,-37.941902581652826,63.05822664113826
101.04359991587532,100.37521470449961,101.71198512725103,101.04359991587532,2,-138.31711728615244,63.7700825455982
100.9571595992828,100.28977438790709,101.62454481065852,100.9571595992828,1,-36.69257247549392,64.26458712378889
100.90177619452145,100.23539098314573,101.56816140589716,100.90177619452145,1,-36.69257247549392,64.20920371902753
100.9215720881317,100.25618687675599,101.5869572995074,100.9215720881317,0,64.89438482401349,64.89438482401349
100.9347894453893,100.27040423401358,101.59917465676502,100.9347894453893,0,64.89438482401349,64.89438482401349
101.14120653925158,100.47782132787587,101.8045917506273,101.14120653925158,0,64.89438482401349,64.89438482401349
101.33853924300752,100.67615403163181,102.00092445438322,101.33853924300752,0,66.2191552467649,66.2191552467649
101.28777803751605,100.62639282614033,101.94916324889176,101.28777803751605,0,66.2191552467649,66.2191552467649
101.21018832365903,100.54980311228331,101.87057353503474,101.21018832365903,0,66.2191552467649,66.2191552467649
100.84856619357889,100.18918098220318,101.5079514049546,100.84856619357889,0,66.2191552467649,66.2191552467649
100.77093712426051,100.1125519128848,101.42932233563623,100.77093712426051,-1,167.64847758240114,66.87754045814063
100.63261887698772,99.97523366561201,101.29000408836343,100.63261887698772,-2,268.9384816707646,67.67324391678915
100.58243912089779,99.92605390952208,101.2388243322735,100.58243912089779,-3,370.1773060030381,68.42998864034473
100.6378174955321,99.98243228415639,101.29320270690782,100.6378174955321,-3,370.1773060030381,68.26385351644177
100.66287627504228,100.00849106366657,101.31726148641799,100.66287627504228,-3,371.4860764257895,69.49744760066267
100.65863815884188,100.00525294746618,101.31202337021759,100.65863815884188,-3,371.4860764257895,69.51016194926387
100.68686333167273,100.03447812029701,101.33924854304844,100.68686333167273,-4,472.82532496883795,70.07787164214704
100.66902758513677,100.01764237376106,101.32041279651249,100.66902758513677,-4,472.82532496883795,70.14921462829085
100.6968902697815,100.0465050584058,101.34727548115721,100.6968902697815,-4,472.82532496883795,70.03776388971193
100.2399500884842,99.59056487710849,100.88933529985992,100.2399500884842,-4,472.82532496883795,71.86552461490112
100.20186623793778,99.55348102656207,100.85025144931349,100.20186623793778,-4,472.82532496883795,72.01786001708683
100.18618957862658,99.53880436725088,100.83357479000229,100.18618957862658,-5,573.6588997588402,72.72795186570733
100.13792788388878,99.49154267251306,100.7843130952645,100.13792788388878,-6,674.4432128541047,73.615645550772
