mid_prices,bid_prices,ask_prices,reservation_prices,inventory,cash
100.0,"[99.38913951 99.39477507 99.39307853 99.4004574  99.41794383 99.41514006
 99.41233648 99.43047166 99.43923323 99.43371221 99.43987715 99.43442607
 99.42894828 99.43164222 99.40944956 99.38943193 99.38283919 99.37104403
 99.37457264 99.36398768 99.3475798  99.36440366 99.36169662 99.36237637
 99.34582479 99.3394388  99.34061962 99.3272291  99.33146728 99.3244317
 99.32096352 99.31391561 99.33520387 99.33494802 99.32263463 99.33203256
 99.31783547 99.32014722 99.2974189  99.28198232 99.28415548 99.29258256
 99.29446135 99.29302596 99.28944911 99.27227661 99.26386457 99.25844557
 99.27055216 99.27441993 99.25396209 99.25760429 99.25305774 99.24514132
 99.25210435 99.26390931 99.27456281 99.26477236 99.26110188 99.26482698
 99.2759916  99.27035858 99.26811477 99.25523992 99.24132731 99.25060955
 99.26617006 99.26523856 99.27672636 99.28080217 99.27325297 99.27732601
 99.29498573 99.29447204 99.31243899 99.28208878 99.29147929 99.29238443
 99.28883179 99.28979135 99.26674088 99.26410433 99.26812791 99.28509316
 99.27900869 99.26957301 99.26367922 99.27414937 99.27784546 99.27162832
 99.27745502 99.27847598 99.28956092 99.28135431 99.2774708  99.27284312
 99.25584391 99.25916321 99.26207762 99.26203666 99.25922788 99.24278459
 99.2378274  99.23377007 99.22440617 99.2224438  99.22700938 99.24868918
 99.25060503 99.25347896 99.25251934 99.23026328 99.22985712 99.2304526
 99.25879567 99.25647448 99.25985644 99.25935563 99.2457609  99.25885708
 99.26743965 99.2764737  99.265873   99.28197107 99.26568389 99.27236033
 99.29755354 99.28601581 99.27937677 99.28042744 99.2745138  99.25650828
 99.25719998 99.24483356 99.25020213 99.23948553 99.25728263 99.2481384
 99.24431956 99.25361325 99.23930045 99.24182693 99.25682051 99.2381589
 99.24019086 99.24309173 99.25201945 99.23763637 99.22228905 99.22821591
 99.2315452  99.23433764 99.23823808 99.23028583 99.23286766 99.23615177
 99.22780315 99.24924726 99.25461861 99.24076262 99.24824385 99.2368892
 99.24587767 99.25915598 99.24957955 99.26060366 99.26527005 99.27466238
 99.29646466 99.29353116 99.28472777 99.27435654 99.26483637 99.26384608
 99.26768536 99.27078031 99.2802318  99.28028193 99.2969659  99.29380991
 99.32511971 99.3322443  99.3222467  99.30978109 99.31525221 99.31257188
 99.32071645 99.32608092 99.32513997 99.31526204 99.29767009 99.29241418
 99.30220302 99.30457516 99.29009061 99.29199033 99.29633959 99.28603368
 99.28770875 99.28828089 99.274983   99.27901437 99.28538976 99.29779575
 99.30986401 99.29385606 99.28292699 99.2887741  99.29460679 99.30045405
 99.34484156 99.35133364 99.36434602 99.37526188 99.3826835  99.37894308
 99.38760691 99.37858309 99.37574854 99.37004405 99.37088945 99.39751682
 99.3758555  99.38367975 99.36495771 99.35940831 99.37188243 99.37252467
 99.35997995 99.35162033 99.35936765 99.35083411 99.35323355 99.35365977
 99.34603574 99.37069187 99.37791174 99.35442741 99.3564804  99.34873874
 99.3584818  99.34923056 99.34780569 99.35353678 99.36343366 99.34947383
 99.34551135 99.33992715 99.33228315 99.35256886 99.35714519 99.34248576
 99.35298431 99.37738886 99.38921074 99.37156657 99.36587512 99.38040415
 99.37213268 99.37715747 99.38600217 99.3751989  99.37441156 99.33688463
 99.32495602 99.32193962 99.30743146 99.32618092 99.30956707 99.30438587
 99.30579553 99.32233793 99.30565802 99.31898908 99.31900724 99.30757375
 99.31280966 99.31500821 99.3079775  99.3086835  99.30413428 99.30534507
 99.3128907  99.33110444 99.31671138 99.34124153 99.31860076 99.3167481
 99.3234414  99.32658601 99.3192957  99.31679251 99.31099982 99.30409443
 99.31380479 99.31782725 99.30972621 99.3200139  99.32346229 99.33274841]","[100.61086049 100.61669605 100.61519951 100.62277837 100.64046481
 100.63786104 100.63525746 100.65359264 100.66255421 100.65723318
 100.66359813 100.65834704 100.65306926 100.6559632  100.63397054
 100.6141529  100.60776017 100.596165   100.59989362 100.58950866
 100.57330078 100.59032463 100.58781759 100.58869734 100.57234577
 100.56615978 100.5675406  100.55435007 100.55878826 100.55195268
 100.54868449 100.54183658 100.56332485 100.563269   100.5511556
 100.56075353 100.54675644 100.54926819 100.52673987 100.5115033
 100.51387646 100.52250354 100.52458233 100.52334693 100.51997009
 100.50299759 100.49478554 100.48956654 100.50187314 100.5059409
 100.48568307 100.48952527 100.48517872 100.4774623  100.48462533
 100.49663028 100.50748378 100.49789333 100.49442285 100.49834796
 100.50971258 100.50427955 100.50223575 100.48956089 100.47584829
 100.48533053 100.50109104 100.50035954 100.51204734 100.51632315
 100.50897395 100.51324699 100.5311067  100.53079302 100.54895997
 100.51880976 100.52840027 100.5295054  100.52615276 100.52731233
 100.50446186 100.5020253  100.50624888 100.52341413 100.51752967
 100.50829399 100.50260019 100.51327035 100.51716644 100.51114929
 100.517176   100.51839695 100.5296819  100.52167529 100.51799177
 100.5135641  100.49676488 100.50028419 100.50339859 100.50355764
 100.50094886 100.48470556 100.47994837 100.47609104 100.46692714
 100.46516478 100.46993036 100.49181015 100.493926   100.49699994
 100.49624031 100.47418425 100.4739781  100.47477357 100.50331664
 100.50119545 100.50477742 100.5044766  100.49108187 100.50437805
 100.51316063 100.52239468 100.51199398 100.52829205 100.51220487
 100.51908131 100.54447451 100.53313678 100.52669774 100.52794842
 100.52223478 100.50442926 100.50532096 100.49315453 100.49872311
 100.48820651 100.50620361 100.49725938 100.49364053 100.50313422
 100.48902142 100.49174791 100.50694149 100.48847987 100.49071184
 100.49381271 100.50294042 100.48875735 100.47361003 100.47973689
 100.48326617 100.48625861 100.49035905 100.4826068  100.48538864
 100.48887275 100.48072413 100.50236824 100.50793959 100.4942836
 100.50196483 100.49081017 100.49999864 100.51347695 100.50410053
 100.51532464 100.52019102 100.52978336 100.55178563 100.54905214
 100.54044874 100.53027751 100.52095735 100.52016705 100.52420634
 100.52750129 100.53715278 100.53740291 100.55428688 100.55133088
 100.58284069 100.59016527 100.58036767 100.56810207 100.57377318
 100.57129286 100.57963742 100.5852019  100.58446094 100.57478301
 100.55739106 100.55233515 100.56232399 100.56489614 100.55061158
 100.5527113  100.55726057 100.54715466 100.54902972 100.54980186
 100.53670398 100.54093535 100.54751073 100.56011673 100.57238499
 100.55657703 100.54584796 100.55189508 100.55792777 100.56397502
 100.60856254 100.61525461 100.62846699 100.63958286 100.64720448
 100.64366406 100.65252788 100.64370406 100.64106952 100.63556502
 100.63661042 100.6634378  100.64197648 100.65000073 100.63147869
 100.62612929 100.63880341 100.63964565 100.62730093 100.61914131
 100.62708863 100.61875508 100.62135453 100.62198075 100.61455671
 100.63941285 100.64683272 100.62354838 100.62580137 100.61825972
 100.62820277 100.61915153 100.61792667 100.62385776 100.63395464
 100.62019481 100.61643232 100.61104813 100.60360413 100.62408984
 100.62886617 100.61440673 100.62510529 100.64970984 100.66173172
 100.64428755 100.63879609 100.65352512 100.64545366 100.65067845
 100.65972315 100.64911988 100.64853254 100.61120561 100.599477
 100.59666059 100.58235243 100.60130189 100.58488804 100.57990685
 100.58151651 100.5982589  100.58177899 100.59531005 100.59552821
 100.58429473 100.58973064 100.59212918 100.58529847 100.58620448
 100.58185526 100.58326605 100.59101167 100.60942542 100.59523235
 100.6199625  100.59752173 100.59586907 100.60276237 100.60610699
 100.59901667 100.59671348 100.5911208  100.5844154  100.59432576
 100.59854822 100.59064719 100.60113488 100.60478326 100.61426939]","[100.         100.00573556 100.00413902 100.01161789 100.02920432
 100.02650055 100.02379697 100.04203215 100.05089372 100.0454727
 100.05173764 100.04638655 100.04100877 100.04380271 100.02171005
 100.00179242  99.99529968  99.98360451  99.98723313  99.97674817
  99.96044029  99.97736415  99.97475711  99.97553685  99.95908528
  99.95279929  99.95408011  99.94078958  99.94512777  99.93819219
  99.934824    99.92787609  99.94926436  99.94910851  99.93689511
  99.94639304  99.93229596  99.93470771  99.91207938  99.89674281
  99.89901597  99.90754305  99.90952184  99.90818645  99.9047096
  99.8876371   99.87932505  99.87400606  99.88621265  99.89018041
  99.86982258  99.87356478  99.86911823  99.86130181  99.86836484
  99.8802698   99.89102329  99.88133284  99.87776237  99.88158747
  99.89285209  99.88731907  99.88517526  99.8724004   99.8585878
  99.86797004  99.88363055  99.88279905  99.89438685  99.89856266
  99.89111346  99.8952865   99.91304621  99.91263253  99.93069948
  99.90044927  99.90993978  99.91094491  99.90749227  99.90855184
  99.88560137  99.88306482  99.8871884   99.90425365  99.89826918
  99.8889335   99.88313971  99.89370986  99.89750595  99.89138881
  99.89731551  99.89843646  99.90962141  99.9015148   99.89773129
  99.89320361  99.8763044   99.8797237   99.8827381   99.88279715
  99.88008837  99.86374508  99.85888788  99.85493056  99.84566666
  99.84380429  99.84846987  99.87024967  99.87226552  99.87523945
  99.87437983  99.85222376  99.85191761  99.85261309  99.88105616
  99.87883496  99.88231693  99.88191612  99.86842138  99.88161756
  99.89030014  99.89943419  99.88893349  99.90513156  99.88894438
  99.89572082  99.92101402  99.9095763   99.90303725  99.90418793
  99.89837429  99.88046877  99.88126047  99.86899404  99.87446262
  99.86384602  99.88174312  99.87269889  99.86898005  99.87837373
  99.86416094  99.86678742  99.881881    99.86331938  99.86545135
  99.86845222  99.87747993  99.86319686  99.84794954  99.8539764
  99.85740568  99.86029813  99.86429856  99.85644632  99.85912815
  99.86251226  99.85426364  99.87580775  99.8812791   99.86752311
  99.87510434  99.86384969  99.87293816  99.88631647  99.87684004
  99.88796415  99.89273053  99.90222287  99.92412515  99.92129165
  99.91258825  99.90231703  99.89289686  99.89200657  99.89594585
  99.8991408   99.90869229  99.90884242  99.92562639  99.92257039
  99.9539802   99.96120479  99.95130718  99.93894158  99.94451269
  99.94193237  99.95017693  99.95564141  99.95480046  99.94502252
  99.92753058  99.92237467  99.93226351  99.93473565  99.9203511
  99.92235082  99.92680008  99.91659417  99.91836924  99.91904137
  99.90584349  99.90997486  99.91645024  99.92895624  99.9411245
  99.92521654  99.91438747  99.92033459  99.92626728  99.93221454
  99.97670205  99.98329412  99.99640651 100.00742237 100.01494399
 100.01130357 100.02006739 100.01114358 100.00840903 100.00280454
 100.00374994 100.03047731 100.00891599 100.01684024  99.9982182
  99.9927688  100.00534292 100.00608516  99.99364044  99.98538082
  99.99322814  99.98479459  99.98729404  99.98782026  99.98029623
 100.00505236 100.01237223  99.98898789  99.99114088  99.98349923
  99.99334228  99.98419104  99.98286618  99.98869727  99.99869415
  99.98483432  99.98097183  99.97548764  99.96794364  99.98832935
  99.99300568  99.97844624  99.9890448  100.01354935 100.02547123
 100.00792706 100.00233561 100.01696464 100.00879317 100.01391796
 100.02286266 100.01215939 100.01147205  99.97404512  99.96221651
  99.9593001   99.94489194  99.96374141  99.94722756  99.94214636
  99.94365602  99.96029841  99.94371851  99.95714956  99.95726772
  99.94593424  99.95127015  99.95356869  99.94663799  99.94744399
  99.94299477  99.94430556  99.95195118  99.97026493  99.95597187
  99.98060201  99.95806125  99.95630858  99.96310189  99.9663465
  99.95915619  99.956753    99.95106031  99.94425491  99.95406527
  99.95818773  99.9501867   99.96057439  99.96412278  99.9735089 ]",35,-3421.6479494759315
100.00573556099903,"[99.38913951 99.39477507 99.39307853 99.4004574  99.41794383 99.41514006
 99.41233648 99.43047166 99.43923323 99.43371221 99.43987715 99.43442607
 99.42894828 99.43164222 99.40944956 99.38943193 99.38283919 99.37104403
 99.37457264 99.36398768 99.3475798  99.36440366 99.36169662 99.36237637
 99.34582479 99.3394388  99.34061962 99.3272291  99.33146728 99.3244317
 99.32096352 99.31391561 99.33520387 99.33494802 99.32263463 99.33203256
 99.31783547 99.32014722 99.2974189  99.28198232 99.28415548 99.29258256
 99.29446135 99.29302596 99.28944911 99.27227661 99.26386457 99.25844557
 99.27055216 99.27441993 99.25396209 99.25760429 99.25305774 99.24514132
 99.25210435 99.26390931 99.27456281 99.26477236 99.26110188 99.26482698
 99.2759916  99.27035858 99.26811477 99.25523992 99.24132731 99.25060955
 99.26617006 99.26523856 99.27672636 99.28080217 99.27325297 99.27732601
 99.29498573 99.29447204 99.31243899 99.28208878 99.29147929 99.29238443
 99.28883179 99.28979135 99.26674088 99.26410433 99.26812791 99.28509316
 99.27900869 99.26957301 99.26367922 99.27414937 99.27784546 99.27162832
 99.27745502 99.27847598 99.28956092 99.28135431 99.2774708  99.27284312
 99.25584391 99.25916321 99.26207762 99.26203666 99.25922788 99.24278459
 99.2378274  99.23377007 99.22440617 99.2224438  99.22700938 99.24868918
 99.25060503 99.25347896 99.25251934 99.23026328 99.22985712 99.2304526
 99.25879567 99.25647448 99.25985644 99.25935563 99.2457609  99.25885708
 99.26743965 99.2764737  99.265873   99.28197107 99.26568389 99.27236033
 99.29755354 99.28601581 99.27937677 99.28042744 99.2745138  99.25650828
 99.25719998 99.24483356 99.25020213 99.23948553 99.25728263 99.2481384
 99.24431956 99.25361325 99.23930045 99.24182693 99.25682051 99.2381589
 99.24019086 99.24309173 99.25201945 99.23763637 99.22228905 99.22821591
 99.2315452  99.23433764 99.23823808 99.23028583 99.23286766 99.23615177
 99.22780315 99.24924726 99.25461861 99.24076262 99.24824385 99.2368892
 99.24587767 99.25915598 99.24957955 99.26060366 99.26527005 99.27466238
 99.29646466 99.29353116 99.28472777 99.27435654 99.26483637 99.26384608
 99.26768536 99.27078031 99.2802318  99.28028193 99.2969659  99.29380991
 99.32511971 99.3322443  99.3222467  99.30978109 99.31525221 99.31257188
 99.32071645 99.32608092 99.32513997 99.31526204 99.29767009 99.29241418
 99.30220302 99.30457516 99.29009061 99.29199033 99.29633959 99.28603368
 99.28770875 99.28828089 99.274983   99.27901437 99.28538976 99.29779575
 99.30986401 99.29385606 99.28292699 99.2887741  99.29460679 99.30045405
 99.34484156 99.35133364 99.36434602 99.37526188 99.3826835  99.37894308
 99.38760691 99.37858309 99.37574854 99.37004405 99.37088945 99.39751682
 99.3758555  99.38367975 99.36495771 99.35940831 99.37188243 99.37252467
 99.35997995 99.35162033 99.35936765 99.35083411 99.35323355 99.35365977
 99.34603574 99.37069187 99.37791174 99.35442741 99.3564804  99.34873874
 99.3584818  99.34923056 99.34780569 99.35353678 99.36343366 99.34947383
 99.34551135 99.33992715 99.33228315 99.35256886 99.35714519 99.34248576
 99.35298431 99.37738886 99.38921074 99.37156657 99.36587512 99.38040415
 99.37213268 99.37715747 99.38600217 99.3751989  99.37441156 99.33688463
 99.32495602 99.32193962 99.30743146 99.32618092 99.30956707 99.30438587
 99.30579553 99.32233793 99.30565802 99.31898908 99.31900724 99.30757375
 99.31280966 99.31500821 99.3079775  99.3086835  99.30413428 99.30534507
 99.3128907  99.33110444 99.31671138 99.34124153 99.31860076 99.3167481
 99.3234414  99.32658601 99.3192957  99.31679251 99.31099982 99.30409443
 99.31380479 99.31782725 99.30972621 99.3200139  99.32346229 99.33274841]","[100.61086049 100.61669605 100.61519951 100.62277837 100.64046481
 100.63786104 100.63525746 100.65359264 100.66255421 100.65723318
 100.66359813 100.65834704 100.65306926 100.6559632  100.63397054
 100.6141529  100.60776017 100.596165   100.59989362 100.58950866
 100.57330078 100.59032463 100.58781759 100.58869734 100.57234577
 100.56615978 100.5675406  100.55435007 100.55878826 100.55195268
 100.54868449 100.54183658 100.56332485 100.563269   100.5511556
 100.56075353 100.54675644 100.54926819 100.52673987 100.5115033
 100.51387646 100.52250354 100.52458233 100.52334693 100.51997009
 100.50299759 100.49478554 100.48956654 100.50187314 100.5059409
 100.48568307 100.48952527 100.48517872 100.4774623  100.48462533
 100.49663028 100.50748378 100.49789333 100.49442285 100.49834796
 100.50971258 100.50427955 100.50223575 100.48956089 100.47584829
 100.48533053 100.50109104 100.50035954 100.51204734 100.51632315
 100.50897395 100.51324699 100.5311067  100.53079302 100.54895997
 100.51880976 100.52840027 100.5295054  100.52615276 100.52731233
 100.50446186 100.5020253  100.50624888 100.52341413 100.51752967
 100.50829399 100.50260019 100.51327035 100.51716644 100.51114929
 100.517176   100.51839695 100.5296819  100.52167529 100.51799177
 100.5135641  100.49676488 100.50028419 100.50339859 100.50355764
 100.50094886 100.48470556 100.47994837 100.47609104 100.46692714
 100.46516478 100.46993036 100.49181015 100.493926   100.49699994
 100.49624031 100.47418425 100.4739781  100.47477357 100.50331664
 100.50119545 100.50477742 100.5044766  100.49108187 100.50437805
 100.51316063 100.52239468 100.51199398 100.52829205 100.51220487
 100.51908131 100.54447451 100.53313678 100.52669774 100.52794842
 100.52223478 100.50442926 100.50532096 100.49315453 100.49872311
 100.48820651 100.50620361 100.49725938 100.49364053 100.50313422
 100.48902142 100.49174791 100.50694149 100.48847987 100.49071184
 100.49381271 100.50294042 100.48875735 100.47361003 100.47973689
 100.48326617 100.48625861 100.49035905 100.4826068  100.48538864
 100.48887275 100.48072413 100.50236824 100.50793959 100.4942836
 100.50196483 100.49081017 100.49999864 100.51347695 100.50410053
 100.51532464 100.52019102 100.52978336 100.55178563 100.54905214
 100.54044874 100.53027751 100.52095735 100.52016705 100.52420634
 100.52750129 100.53715278 100.53740291 100.55428688 100.55133088
 100.58284069 100.59016527 100.58036767 100.56810207 100.57377318
 100.57129286 100.57963742 100.5852019  100.58446094 100.57478301
 100.55739106 100.55233515 100.56232399 100.56489614 100.55061158
 100.5527113  100.55726057 100.54715466 100.54902972 100.54980186
 100.53670398 100.54093535 100.54751073 100.56011673 100.57238499
 100.55657703 100.54584796 100.55189508 100.55792777 100.56397502
 100.60856254 100.61525461 100.62846699 100.63958286 100.64720448
 100.64366406 100.65252788 100.64370406 100.64106952 100.63556502
 100.63661042 100.6634378  100.64197648 100.65000073 100.63147869
 100.62612929 100.63880341 100.63964565 100.62730093 100.61914131
 100.62708863 100.61875508 100.62135453 100.62198075 100.61455671
 100.63941285 100.64683272 100.62354838 100.62580137 100.61825972
 100.62820277 100.61915153 100.61792667 100.62385776 100.63395464
 100.62019481 100.61643232 100.61104813 100.60360413 100.62408984
 100.62886617 100.61440673 100.62510529 100.64970984 100.66173172
 100.64428755 100.63879609 100.65352512 100.64545366 100.65067845
 100.65972315 100.64911988 100.64853254 100.61120561 100.599477
 100.59666059 100.58235243 100.60130189 100.58488804 100.57990685
 100.58151651 100.5982589  100.58177899 100.59531005 100.59552821
 100.58429473 100.58973064 100.59212918 100.58529847 100.58620448
 100.58185526 100.58326605 100.59101167 100.60942542 100.59523235
 100.6199625  100.59752173 100.59586907 100.60276237 100.60610699
 100.59901667 100.59671348 100.5911208  100.5844154  100.59432576
 100.59854822 100.59064719 100.60113488 100.60478326 100.61426939]","[100.         100.00573556 100.00413902 100.01161789 100.02920432
 100.02650055 100.02379697 100.04203215 100.05089372 100.0454727
 100.05173764 100.04638655 100.04100877 100.04380271 100.02171005
 100.00179242  99.99529968  99.98360451  99.98723313  99.97674817
  99.96044029  99.97736415  99.97475711  99.97553685  99.95908528
  99.95279929  99.95408011  99.94078958  99.94512777  99.93819219
  99.934824    99.92787609  99.94926436  99.94910851  99.93689511
  99.94639304  99.93229596  99.93470771  99.91207938  99.89674281
  99.89901597  99.90754305  99.90952184  99.90818645  99.9047096
  99.8876371   99.87932505  99.87400606  99.88621265  99.89018041
  99.86982258  99.87356478  99.86911823  99.86130181  99.86836484
  99.8802698   99.89102329  99.88133284  99.87776237  99.88158747
  99.89285209  99.88731907  99.88517526  99.8724004   99.8585878
  99.86797004  99.88363055  99.88279905  99.89438685  99.89856266
  99.89111346  99.8952865   99.91304621  99.91263253  99.93069948
  99.90044927  99.90993978  99.91094491  99.90749227  99.90855184
  99.88560137  99.88306482  99.8871884   99.90425365  99.89826918
  99.8889335   99.88313971  99.89370986  99.89750595  99.89138881
  99.89731551  99.89843646  99.90962141  99.9015148   99.89773129
  99.89320361  99.8763044   99.8797237   99.8827381   99.88279715
  99.88008837  99.86374508  99.85888788  99.85493056  99.84566666
  99.84380429  99.84846987  99.87024967  99.87226552  99.87523945
  99.87437983  99.85222376  99.85191761  99.85261309  99.88105616
  99.87883496  99.88231693  99.88191612  99.86842138  99.88161756
  99.89030014  99.89943419  99.88893349  99.90513156  99.88894438
  99.89572082  99.92101402  99.9095763   99.90303725  99.90418793
  99.89837429  99.88046877  99.88126047  99.86899404  99.87446262
  99.86384602  99.88174312  99.87269889  99.86898005  99.87837373
  99.86416094  99.86678742  99.881881    99.86331938  99.86545135
  99.86845222  99.87747993  99.86319686  99.84794954  99.8539764
  99.85740568  99.86029813  99.86429856  99.85644632  99.85912815
  99.86251226  99.85426364  99.87580775  99.8812791   99.86752311
  99.87510434  99.86384969  99.87293816  99.88631647  99.87684004
  99.88796415  99.89273053  99.90222287  99.92412515  99.92129165
  99.91258825  99.90231703  99.89289686  99.89200657  99.89594585
  99.8991408   99.90869229  99.90884242  99.92562639  99.92257039
  99.9539802   99.96120479  99.95130718  99.93894158  99.94451269
  99.94193237  99.95017693  99.95564141  99.95480046  99.94502252
  99.92753058  99.92237467  99.93226351  99.93473565  99.9203511
  99.92235082  99.92680008  99.91659417  99.91836924  99.91904137
  99.90584349  99.90997486  99.91645024  99.92895624  99.9411245
  99.92521654  99.91438747  99.92033459  99.92626728  99.93221454
  99.97670205  99.98329412  99.99640651 100.00742237 100.01494399
 100.01130357 100.02006739 100.01114358 100.00840903 100.00280454
 100.00374994 100.03047731 100.00891599 100.01684024  99.9982182
  99.9927688  100.00534292 100.00608516  99.99364044  99.98538082
  99.99322814  99.98479459  99.98729404  99.98782026  99.98029623
 100.00505236 100.01237223  99.98898789  99.99114088  99.98349923
  99.99334228  99.98419104  99.98286618  99.98869727  99.99869415
  99.98483432  99.98097183  99.97548764  99.96794364  99.98832935
  99.99300568  99.97844624  99.9890448  100.01354935 100.02547123
 100.00792706 100.00233561 100.01696464 100.00879317 100.01391796
 100.02286266 100.01215939 100.01147205  99.97404512  99.96221651
  99.9593001   99.94489194  99.96374141  99.94722756  99.94214636
  99.94365602  99.96029841  99.94371851  99.95714956  99.95726772
  99.94593424  99.95127015  99.95356869  99.94663799  99.94744399
  99.94299477  99.94430556  99.95195118  99.97026493  99.95597187
  99.98060201  99.95806125  99.95630858  99.96310189  99.9663465
  99.95915619  99.956753    99.95106031  99.94425491  99.95406527
  99.95818773  99.9501867   99.96057439  99.96412278  99.9735089 ]",20,-1856.3950005117972
